company_name,industry
"GEI Consultants, Inc.","Transportation, Logistics and Storage"
Carson Dunlop,Real Estate
CBRE,Real Estate
Gemstar Group,Building Materials
"Generadora San Felipe / Lear Investments, S.A. / Bluport",Advertising Services
General Assembly Pizza,Food and Beverage Manufacturing
General Cable,"Appliances, Electrical, and Electronics Manufacturing"
General Mills,Consumer Goods
General Mills Canada,Consumer Goods
General Mills Canada Corporation,Consumer Goods
General Motors,Motor Vehicle Manufacturing
General Products Outdoor Patio Furniture,Furniture and Home Furnishings Manufacturing
General Switch-Gear & Controls Ltd.,Manufacturing
Generale Confection,Retail
Generation Capital,Financial Services
Generation Hustle Podcast,Online Audio and Video Media
Generation IACP Inc.,Financial Services
Genesis Mississauga,Financial Services
GenNext Chartered Professional Accountants,Accounting & Advisory
Genpact,IT Services and IT Consulting
Genpact Headstrong Capital Markets,IT Services and IT Consulting
GENPACT LLC,IT Services and IT Consulting
Genpak,Food and Beverage Services
GENREP LIMITED,"Appliances, Electrical, and Electronics Manufacturing"
Genrep Ltd/Ltee,"Appliances, Electrical, and Electronics Manufacturing"
Gentec International,Computers and Electronics Manufacturing
Genwave,Information Technology and Services
Genwave Technologies Inc.,Information Technology and Services
Genworth Canada,Financial Services
Geoarc Industrial Inc,Research Services
GEODIS,Logistics and Supply Chain
Georg Fischer Piping Systems LLC,Industrial Machinery Manufacturing
George Brown College,Higher Education
"George Dimov, CPA",Accounting & Advisory
George Washington Murray Inc.,"jkm, "
George Weston Limited,Food and Beverage Manufacturing
George Weston Limited (Wittington Investments),Food and Beverage Manufacturing
Georgia Main Food Group Limited,Venture Capital and Private Equity
Georgian College,Higher Education
CBRE - Global Workplace Solutions,Real Estate
CBRE Caledon Capital Management Inc.,Real Estate
CBRE Canada,Real Estate
CBRE Global Workplace Solutions (GWS) EMEA,Real Estate
Georgina Cannon,Business Skills Training
Geoscape Contracting,Environmental Services
GEOTAB,IT Services and IT Consulting
Geotech Ltd.,Mining
Gera & Nirula LLP,Financial Services
CBRE Investment Management,Real Estate
Gerrie Electric Wholesale Ltd.,Wholesale
"Gerry Kingsley, Commercial Photography",Photography
Gertex Solutions,Packaging and Containers Manufacturing
GES - Global Experience Specialists,Advertising Services
Getinge,Medical Equipment Manufacturing
GetTechnologies,IT Services and IT Consulting
Getty Images,Photography
GFA Consulting Group GmbH,IT Services and IT Consulting
CBRE Investment Management Private Infrastructure,Real Estate
GFL Environmental Inc,Environmental Services
GFL Environmental Inc.,Environmental Services
GFT Group,Environmental Services
GGFL LLP,Accounting & Advisory
Cedar Infrastructure Products LP,Real Estate
GGW LLP,Accounting & Advisory
Central Erin Property Management,Real Estate
Ghabryal Law Firm,Legal Services
Ghai CPA Professional Corporation,Accounting & Advisory
Ghatora LLP,Legal Services
GHD,Civil Engineering
"Ghobrial, Detesan and Associates Inc.",Accounting & Advisory
GHOST,Manufacturing
Ghumman & Partners LLP,Accounting & Advisory
Giant Containers Inc.,Packaging and Containers Manufacturing
Giant Tiger,Retail
Giants & Gentlemen,Advertising Services
Gibb Widdis Chartered Accountants,Accounting & Advisory
Gibson Building Supplies,Wholesale Building Materials
Gibson's Cleaners Co. Limited,Facilities Services
Giesecke+Devrient,IT Services and IT Consulting
Gift Better Co.,Retail
Gifts and Flower Inc.,Retail
GIGG Express Inc.,Logistics and Supply Chain
Gildan,Retail Apparel and Fashion
Gilead Sciences Canada Inc.,Pharmaceutical Manufacturing
Gill & Co. Chartered Accountants,Accounting & Advisory
Centrecorp,Real Estate
Gilmore & Company LLP,Accounting & Advisory
Gino's Pizza,Retaurants
Gino's Pizza Group 160+ Locations,Retaurants
Ginsler Wealth,Investment Management
Giraffe Foods Inc.,Food and Beverage Manufacturing
Girl Guides of Canada,Non-profit Organizations
Giroday and Warren,Accounting & Advisory
Giulietta Restaurant,Restaurants
Give and Go Prepared Foods,Food and Beverage Services
Givex,Accounting
GK Capital Industries,Investment Management
GKM Accounting Professional Corporation,Accounting & Advisory
GlassHouse Systems,IT Services and IT Consulting
GlaxoSmithKline Europe,Pharmaceutical Manufacturing
GlaxoSmithKline Inc.,Pharmaceutical Manufacturing
Centrecorp Management Services Limited,Real Estate
Glen Dimplex Americas,Manufacturing
"Glen R. Long,  Executive Human Resource Consultant",Staffing and Recruiting
"Glen R. Long, Consultant in Human Resources",Staffing and Recruiting
Glencore,Mining & Metals
Glencore (formerly Xstrata Nickel),Mining & Metals
Glencore Nickel,Mining & Metals
Glendale International Corp,Motor Vehicle Manufacturing
Glenn Graydon Wright LLP,Accounting & Advisory
Glenn Graydon Wright LLP Chartered Accountants,Accounting & Advisory
Glenn Graydon Wright LLP Chartered Professional Accountants,Accounting & Advisory
Glidepath Portfolio Services Inc.,Investment Management
GLOBAL ABC Services,Accounting & Advisory
Global Accounting & Financial,Accounting & Advisory
Global Affairs Canada | Affaires mondiales Canada,Government Administration
Global Audio Visual,Entertainment
Global Automotive Parts and Special Vehicle Manufacturer,Motor Vehicle Manufacturing
Global Bancorp Inc.,Accounting & Advisory
Global Bookkeeping & Tax Inc.,Accounting & Advisory
Global China Connection,Accounting & Advisory
Global Commodities Traders Inc.,Logistics and Supply Chain
CentreCourt,Real Estate
Global Food and Ingredients Inc.,Food and Beverages Manufacturing
Global Function Services Pvt.Ltd(GFS),IT Services and IT Consulting
Global Matrix (Subsidiary of Carlson Wagnolit Travel),Hospitality
Global Microfinance Group Limited,Financial Services
Global Mining Management,Mining & Metals
Global Payments,Financial Services
Global Pet Foods,Retail
Global Recruitment Int,Staffing and Recruiting
CentreCourt Inc.,Real Estate
Global RESP Corporation,Investment Management
Global Spectrum,Food and Beverage Services
Global Supply Chain Logisitics Inc,Logistics and Supply Chain
Global Supply Chain Logistics Inc,Logistics and Supply Chain
Global Unified Solution Services Inc.,Electrical/Electronic Manufacturing
Global University Systems,IT Services and IT Consulting
Globalfaces Direct,Fundraising
Globalization Partners,IT Services and IT Consulting
Globaltrio Immigration Canada Inc.,Legal Services
Globe 24-7,Staffing and Recruiting
Globol IP Services,IT Services and IT Consulting
Globyz Biopharma Services,Biotechnology Research
Glorious Accounting & Financial Services,Accounting & Advisory
Glossed,Consumer Goods
Glow LifeTech,Biotechnology Research
Gluskin Sheff + Associates Inc.,Investment Management
GMD | Distribution Made Simple.,"Transportation, Logistics and Storage"
GMP Capital Inc.,Investment Management
GMP Securities,Investment Management
GMS Management Consulting,Business Consulting and Services
"GMS Professional Corporation, Chartered Professional Accountants",Accounting & Advisory
GN Group,Electrical/Electronic Manufacturing
GN Johnston Equipment,Machinery Manufacturing
GN Transport Ltd,Logistics and Supply Chain
Centurion Asset Management,Real Estate
Gneiss Financial,Financial Services
GNK (Holdings of Galleria Supermarket and Korea Food Trading),Food and Beverage Services
Go Auto,Automotive
Go Away Now Travel,Travel Arrangements
GO Logistics Inc.,"Transportation, Logistics and Storage"
GoBolt,"Transportation, Logistics and Storage"
GoCo,Retail
GOcxm,Retail
Godspeed Group,Retail
goeasy Ltd.,Financial Services
GoFleet,IT Services and IT Consulting
GOJO Industries,Retail
Centurion Asset Management Inc.,Real Estate
Goldblatt Partners LLP,Legal Services
Goldcorp,Mining
Centurion Property Associates Inc,Real Estate
Golden Food Manufacturing Ltd.,Food and Beverages Manufacturing
Golden Freight Forwarding & Marketing Inc.,Logistics and Supply Chain
Golden Key International Honour Society,Non-profit Organizations
Golden Mile Chrysler Dodge Jeep and RAM,Automotive
Golden Star Resources Ltd.,Mining
Golden Tears,Consumer Goods
Goldenmile Chrysler,Automotive
Century 21 Atria Realty Inc. Brokerage,Real Estate
Century 21 Millennium,Real Estate
Goldlink Telecommunication Inc.,Telecommunications
Goldman Sachs,Financial Services
Goldman Sloan Nash & Haber LLP,Legal Services
Goldmoney,Financial Services
Century 21 Peopleâ€™s Choice Realty,Real Estate
Century 21 President Realty Inc. Brokerage,Real Estate
CENTURY 21Ã‚Â®,Real Estate
Goldy Autos Inc.,Automotive
Golf Canada,Retail
Golf Town,Retail
GOLFZON,Consumer Goods
Gong Cha,Food and Beverage Services
Good Cookie,Food and Beverage Manufacturing
Good Day Autos,Automotive
good natured Products Inc.,Renewable Energy Semiconductor Manufacturing
Good Stone International,Consumer Goods
Goodfood Market (TSX:FOOD),Retail
GoodLife Fitness,Wellness and Fitness Services
Goodman & Associates LLP,Accounting & Advisory
Goodman & Associates LLP ( formerly SGGG LLP),Accounting & Advisory
Goodman Accounting Students' Association,Non-profit Organizations
Goodman Business Students' Association (Goodman BSA),Non-profit Organizations
Goodman Consulting Association,Accounting & Advisory
"Goodman Mintz, LLP Chartered Professional Accountants",Accounting & Advisory
Goodman School of Business at Brock University,Non-profit Organizations
Goodmans LLP,Legal Services
Goodwill Industries Ontario Great Lakes,Non-profit Organizations
Google,IT Services and IT Consulting
Gordon Food Service,Food and Beverage Services
Gordon R. Williams Corporation,Wholesale
Gore Mutual Insurance,Insurance
Gorrud's Auto Group,Automotive
"CENTURY 21Ã‚Â® Innovative Realty Inc., Brokerage",Real Estate
GOTOJOB Staffing Services,Staffing and Recruiting
CENTURY 21Â®,Real Estate
Gourmet Settings Inc.,Manufacturing
"Century21 Millennium  Inc, Brokerage",Real Estate
Government Hospital,Hospitals and Health Care
Government of Alberta,Government Administration
Government of British Columbia,Government Administration
Government of Canada,Government Administration
Government of Manitoba,Government Administration
Government of New Brunswick / Gouvernement du Nouveau-Brunswick,Government Administration
Government of Nova Scotia,Government Administration
Government of Saskatchewan,Government Administration
Government of Saskatchewan - Ministry of Central Services,Government Administration
Gow Hastings Architects,Architecture & Planning
Gowling WLG,Architecture & Planning
"Goyal & Goyal , Chartered Accountants",Accounting & Advisory
Goyal Agencies Private Limited,Accounting & Advisory
Gozoop Online Pvt Ltd,Internet Publishing
GP JOULE North America,Cannabis
GP8 Oxygen Water Company,Environmental Services
gpac,Staffing and Recruiting
GPLLP,Accounting & Advisory
Grace Gospel Tamil Church,Non-profit Organizations
GraceMed,Medical Practices
Gracious Living Corporation,Plastics Manufacturing
Gracious Living Innovations,Plastics Manufacturing
Gradient Inc.,IT Services and IT Consulting
Gradient MSP,IT Services and IT Consulting
Graduate Business Council at Schulich School of Business,Higher Education
Graduate Student at University of Toronto,Higher Education
Grafana Labs,Software Development
Grafton Apparel,Retail Apparel and Fashion
Chaudhary Group,Real Estate
Chesswood Group Limited,Real Estate
Graham Castanheiro Golf Program,Higher Education
Grain & Lustre,Advertising Services
Grainger,Wholesale
Grainger Canada,Wholesale
Gran Colombia Gold Corp.,Mining
Grand Challenges Canada,Hospitals and Health Care
Grand Financial Management Inc.,Mining
Grand HVAC Leasing,HVAC and Refrigeration Equipment Manufacturing
Grand International Trading,Logistics and Supply Chain
Grand River Foods,Food and Beverage Manufacturing
Grand River Hospital,Hospitals and Health Care
Grand River Raceway,Entertainment
Grand Touring Automobiles,Automotive
GrandBridge Energy Inc.,Utilities
Grande Cheese Co Ltd,Retail
Grandeur,Software Development
Chesswood Group Ltd (TSX: CHW),Real Estate
Chestnut Hill Development,Real Estate
Granite Club,Hospitality
Chestnut Hill Developments,Real Estate
China Construction Bank Toronto Branch,Real Estate
Choice Properties,Real Estate
Choice Properties REIT,Real Estate
CIM Group,Real Estate
Grannies Enterprises,Entertainment
"CITY Realty Point, Brokerage",Real Estate
"Cityscape Real Estate Ltd, Brokerage",Real Estate
Claridge Homes | Ottawa Builder,Real Estate
Grant Custom Product,Manufacturing
Grant Thornton,Accounting & Advisory
Grant Thornton Bharat LLP,Accounting & Advisory
Grant Thornton Chinaï¼ˆè‡´åŒï¼‰,Accounting & Advisory
Grant Thornton LLP,Accounting & Advisory
Grant Thornton LLP (Canada),Accounting & Advisory
Grant Thornton LLP (US),Accounting & Advisory
Grant Thornton LLP in Canada,Accounting & Advisory
Grant Thornton Zimbabwe,Accounting & Advisory
Grantek,Automation Machinery Manufacturing
"Graphic Packaging International, LLC",Packaging and Containers Manufacturing
Gravity Autos Atlanta,Automotive
Graydon Hall Manor,Hospitality
Grayhawk,Investment Management
ClarityCPA,Real Estate
Great Blue Resorts,Hospitality
Great Canadian Gaming Corporation,Gambling Facilities and Casinos
Great Circle Solar Management Corporation,Renewable Energy Semiconductor Manufacturing
Clements & Clements Real Estate Ltd.,Real Estate
Clifton Blake Asset Management,Real Estate
Clifton Blake Asset Management Ltd.,Real Estate
Great Lakes Helicopter,Airlines and Aviation
Great packaging,Packaging and Containers Manufacturing
Greater Toronto Airports Authority,Government Administration
Greater Toronto Area,Government Administration
Greatway Financial Inc.,Financial Services
Great-West Life,Insurance
"Greaves CNG (Pvt) Ltd., A GFG Group Co.",Manufacturing
"Grecia Karlsson, Life Coach",E-Learning
Green and Spiegel,Legal Services
Green Belting Industries,Textile Manufacturing
Green Circle Salons,Environmental Services
Climate Change Reality Corps,Real Estate
COGIR Real Estate,Real Estate
Cogneesol,Real Estate
Green Neighbours Network of Toronto,Non-profit Organizations
Green Ontario Fund,Investment Management
Green Shield Canada (GSC),Insurance
Green Standards,Renewable Energy
Green Standards Ltd,Renewable Energy
Green Valley Condiments,Food and Beverages Manufacturing
Greenbrook TMS NeuroHealth Centers,Mental Hospitals and Health Care
GreenCastle Labs | Made to Flourish,Non-profit Organizations
Greenergy,Non-profit Organizations
Greenfield Global,Renewable Energy Semiconductor Manufacturing
GreenFirst Forest Products - Produits forestiers GreenFirst,Manufacturing
